PDB,source_PDB,Rank,N,Fmax_eps_per_A,Ln_A,Lm_A,Lf_A,Pattern,CATH,sequence_chain_count,sequence_length,sequence_raw_length,sequence_frac_hydrophobic,sequence_frac_polar,sequence_frac_positive,sequence_frac_negative,sequence_frac_glycine,sequence_frac_proline,sequence_frac_low_complexity,sequence_fraction_charged,sequence_net_charge,sequence_estimated_pI,sequence_hydrophobicity_mean,sequence_hydrophobicity_variance,sequence_frac_A,sequence_frac_C,sequence_frac_D,sequence_frac_E,sequence_frac_F,sequence_frac_G,sequence_frac_H,sequence_frac_I,sequence_frac_K,sequence_frac_L,sequence_frac_M,sequence_frac_N,sequence_frac_P,sequence_frac_Q,sequence_frac_R,sequence_frac_S,sequence_frac_T,sequence_frac_V,sequence_frac_W,sequence_frac_Y,ss_total_residues,ss_H,ss_B,ss_E,ss_G,ss_I,ss_T,ss_S,ss_frac_helix,ss_frac_beta,ss_frac_secondary,ss_fraction_helix,ss_fraction_strand,ss_fraction_coil,ss_helix_segment_count,ss_strand_segment_count,ss_helix_segment_mean_length,ss_strand_segment_mean_length,ss_longest_helix_length,ss_longest_strand_length,ss_transitions_per_residue,chain_list,domain_ranges,num_chains,num_residues,num_atoms,num_hetatm,num_models,num_disulfide_bonds,structure_contact_density,structure_radius_of_gyration,structure_mean_relative_sasa,structure_fraction_buried,structure_beta_topology_score
1b9r,1b9r,89,105,3.0,29.1,37.1,395.2,MA,3.10.20.30,1,105,105,0.5523809523809524,0.24761904761904763,0.0380952380952381,0.17142857142857143,0.09523809523809523,0.06666666666666667,0.1619047619047619,0.20952380952380953,-14.303691895404766,3.6208328838338275,0.06190476190476189,9.206167800453516,0.08571428571428572,0.047619047619047616,0.0761904761904762,0.09523809523809523,0.01904761904761905,0.09523809523809523,0.0,0.06666666666666667,0.0,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.06666666666666667,0.05714285714285714,0.0380952380952381,0.05714285714285714,0.047619047619047616,0.11428571428571428,0.009523809523809525,0.009523809523809525,105,16,1,14,3,0,23,9,0.180952,0.142857,0.32381,0.18095238095238095,0.14285714285714285,0.6761904761904762,4,5,4.75,3.0,6,4,0.3904761904761905,A,A:1-105,1,105,22635,60,15,0,9.295238095238096,12.47451150909957,0.10674044598414345,0.24761904761904763,1.327891156462585
1pav,1pav,90,78,3.0,13.0,85.1,292.6,B1MA,,1,78,78,0.5641025641025641,0.20512820512820512,0.16666666666666666,0.1282051282051282,0.08974358974358974,0.05128205128205128,0.14102564102564102,0.2948717948717949,2.867347770118222,9.250298880934679,-0.37435897435897436,9.554727153188693,0.07692307692307693,0.01282051282051282,0.07692307692307693,0.05128205128205128,0.01282051282051282,0.08974358974358974,0.0,0.0641025641025641,0.1282051282051282,0.038461538461538464,0.038461538461538464,0.01282051282051282,0.05128205128205128,0.038461538461538464,0.038461538461538464,0.05128205128205128,0.02564102564102564,0.11538461538461539,0.01282051282051282,0.0641025641025641,78,20,3,9,0,0,7,11,0.25641,0.153846,0.410256,0.2564102564102564,0.15384615384615385,0.5897435897435898,2,6,10.0,2.0,12,4,0.3717948717948718,A,A:1-78,1,78,11220,0,10,0,13.64102564102564,10.149364219795983,0.07509558981655082,0.7051282051282052,2.09861932938856
1i3o,1i3o,91,144,3.0,40.4,279.1,543.4,B2MA,3.40.50.1460,7,693,699,0.481962481962482,0.30447330447330445,0.15584415584415584,0.12987012987012986,0.06349206349206349,0.03463203463203463,0.09812409812409813,0.2857142857142857,-0.23353700739338024,6.963065192842805,-0.4455988455988456,9.104356531715839,0.06060606060606061,0.02886002886002886,0.06782106782106782,0.06204906204906205,0.05772005772005772,0.06349206349206349,0.027417027417027416,0.05339105339105339,0.06349206349206349,0.08225108225108226,0.025974025974025976,0.050505050505050504,0.03463203463203463,0.021645021645021644,0.06493506493506493,0.0735930735930736,0.05772005772005772,0.046176046176046176,0.012987012987012988,0.044733044733044736,699,178,20,130,34,0,105,58,0.30329,0.214592,0.517883,0.3032904148783977,0.2145922746781116,0.4821173104434907,31,46,6.838709677419355,3.260869565217391,15,9,0.35336194563662376,A|B|C|D|E|F,A:148-296|B:310-401|C:148-297|D:310-401|E:127-237|F:135-236,6,693,5578,15,1,0,10.147186147186147,28.402994975476446,0.0974991229097417,0.3463203463203463,2.177507756906899
1bm7,1bm7,92,127,3.0,12.2,73.2,478.8,MA,2.60.40.180,2,228,229,0.543859649122807,0.2807017543859649,0.12280701754385964,0.13157894736842105,0.06140350877192982,0.05263157894736842,0.11403508771929824,0.2543859649122807,-9.422691455564312,5.155129624462461,-0.08684210526315787,8.424651431209602,0.10526315789473684,0.008771929824561403,0.043859649122807015,0.08771929824561403,0.043859649122807015,0.06140350877192982,0.03508771929824561,0.043859649122807015,0.05263157894736842,0.06140350877192982,0.008771929824561403,0.017543859649122806,0.05263157894736842,0.0,0.03508771929824561,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.017543859649122806,0.043859649122807015,229,14,4,118,0,0,34,12,0.061135,0.532751,0.593886,0.0611353711790393,0.5327510917030568,0.40611353711790393,2,22,7.0,5.545454545454546,7,10,0.3318777292576419,A|B,A:10-123|B:10-123,2,228,1762,134,1,0,10.096491228070175,17.19122638881365,0.09564835749046276,0.31140350877192985,5.378916724124722
1k26,1k26,93,156,3.0,46.1,217.7,589.0,B2MA,3.90.79.10,2,297,298,0.5791245791245792,0.18181818181818182,0.15488215488215487,0.15824915824915825,0.08080808080808081,0.04713804713804714,0.12794612794612795,0.31313131313131315,-10.115716182159574,5.403364436618176,0.023232323232323177,11.132692582389552,0.037037037037037035,0.0,0.03367003367003367,0.12457912457912458,0.026936026936026935,0.08080808080808081,0.03367003367003367,0.09427609427609428,0.06734006734006734,0.09764309764309764,0.013468013468013467,0.03367003367003367,0.04713804713804714,0.0,0.05387205387205387,0.026936026936026935,0.04713804713804714,0.13468013468013468,0.006734006734006734,0.04040404040404041,298,64,3,114,9,0,27,24,0.244966,0.392617,0.637584,0.24496644295302014,0.3926174496644295,0.3624161073825503,6,24,12.166666666666666,4.875,24,16,0.31543624161073824,A|B,A:1-150|B:1-147,2,297,2372,203,1,0,9.515151515151516,20.176831607164807,0.1029220647313339,0.26262626262626265,3.7358145210494205
1lqb,1lqb,94,118,3.0,38.9,129.4,444.6,B1MA,3.10.20.90,6,359,364,0.5153203342618384,0.2618384401114206,0.14206128133704735,0.13649025069637882,0.04178272980501393,0.07799442896935933,0.11977715877437325,0.2785515320334262,-6.502241163883802,5.744134782998117,-0.30139275766016715,9.86125154212025,0.04735376044568245,0.016713091922005572,0.06406685236768803,0.07242339832869081,0.052924791086350974,0.04178272980501393,0.025069637883008356,0.052924791086350974,0.04178272980501393,0.10863509749303621,0.025069637883008356,0.033426183844011144,0.07799442896935933,0.036211699164345405,0.07520891364902507,0.06128133704735376,0.0584958217270195,0.07242339832869081,0.005571030640668524,0.03064066852367688,364,83,10,84,15,0,43,22,0.269231,0.258242,0.527473,0.2692307692307692,0.25824175824175827,0.4725274725274725,11,25,8.909090909090908,3.76,17,9,0.31868131868131866,A|B|C|D,A:1-104|B:17-112|C:61-210|D:560-577,4,359,2897,97,1,0,9.314763231197771,23.97435659444476,0.10564727592214074,0.24512534818941503,2.405460834430194
1tbe,1tbe,95,76,3.0,33.5,47.4,285.0,MA,3.10.20.90,2,148,149,0.4527027027027027,0.2702702702702703,0.1554054054054054,0.14864864864864866,0.06756756756756757,0.04054054054054054,0.10810810810810811,0.30405405405405406,-0.8829015646303233,6.174348082352481,-0.4925675675675676,10.523255569758948,0.02702702702702703,0.0,0.06756756756756757,0.08108108108108109,0.02702702702702703,0.06756756756756757,0.013513513513513514,0.0945945945945946,0.0945945945945946,0.11486486486486487,0.013513513513513514,0.02702702702702703,0.04054054054054054,0.08108108108108109,0.0472972972972973,0.04054054054054054,0.0945945945945946,0.05405405405405406,0.0,0.013513513513513514,149,24,4,47,13,0,20,7,0.248322,0.342282,0.590604,0.2483221476510067,0.3422818791946309,0.40939597315436244,6,14,6.166666666666667,3.642857142857143,12,6,0.35570469798657717,A|B,A:1-76|B:1-72,2,148,1175,0,1,0,9.013513513513514,16.407772834504264,0.10530106155106156,0.14864864864864866,3.0851623435516053
1gb4,1gb4,96,57,3.0,28.9,35.3,212.8,MA,3.10.20.10,1,57,57,0.47368421052631576,0.2631578947368421,0.10526315789473684,0.19298245614035087,0.07017543859649122,0.0,0.07017543859649122,0.2982456140350877,-5.078079080591688,4.233879189377149,-0.4070175438596491,8.895389350569406,0.10526315789473684,0.0,0.08771929824561403,0.10526315789473684,0.05263157894736842,0.07017543859649122,0.0,0.10526315789473684,0.10526315789473684,0.03508771929824561,0.017543859649122806,0.05263157894736842,0.0,0.017543859649122806,0.0,0.0,0.15789473684210525,0.03508771929824561,0.017543859649122806,0.03508771929824561,57,15,2,14,0,0,5,7,0.263158,0.280702,0.54386,0.2631578947368421,0.2807017543859649,0.45614035087719296,1,5,15.0,3.2,15,7,0.3157894736842105,A,A:1-57,1,57,41595,0,47,0,9.052631578947368,10.111958128217635,0.10605099807886186,0.19298245614035087,2.5410895660203137
1rbj,1rbj*,97,124,3.0,32.0,252.1,467.4,B2M,3.10.130.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1tfp,1tfp,98,130,3.0,12.1,77.1,490.2,MA,2.60.40.180,2,228,229,0.543859649122807,0.2982456140350877,0.11403508771929824,0.12280701754385964,0.07017543859649122,0.03508771929824561,0.10526315789473684,0.23684210526315788,-9.429061254579175,5.104444402849367,-0.060526315789473685,8.141687442289935,0.10526315789473684,0.008771929824561403,0.05263157894736842,0.07017543859649122,0.07017543859649122,0.07017543859649122,0.03508771929824561,0.017543859649122806,0.05263157894736842,0.06140350877192982,0.008771929824561403,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.02631578947368421,0.07894736842105263,0.09649122807017543,0.11403508771929824,0.017543859649122806,0.043859649122807015,229,0,0,111,3,0,36,27,0.0131,0.484716,0.497817,0.013100436681222707,0.4847161572052402,0.5021834061135371,1,16,3.0,6.9375,3,9,0.3406113537117904,A|B,A:10-123|B:10-123,2,228,1770,2,1,0,9.631578947368421,17.29731774693463,0.10106329464882095,0.2807017543859649,4.668581935187314
1tyr,1tyr,99,127,3.0,10.6,123.9,478.8,B1MA,2.60.40.180,2,254,255,0.5275590551181102,0.28346456692913385,0.12598425196850394,0.13385826771653545,0.07874015748031496,0.06299212598425197,0.14173228346456693,0.25984251968503935,-9.415990810071918,5.210023999911755,-0.27401574803149603,8.079718519437039,0.09448818897637795,0.007874015748031496,0.03937007874015748,0.09448818897637795,0.03937007874015748,0.07874015748031496,0.031496062992125984,0.03937007874015748,0.06299212598425197,0.05511811023622047,0.007874015748031496,0.023622047244094488,0.06299212598425197,0.0,0.031496062992125984,0.08661417322834646,0.09448818897637795,0.09448818897637795,0.015748031496062992,0.03937007874015748,255,14,3,119,0,0,33,31,0.054902,0.478431,0.533333,0.054901960784313725,0.47843137254901963,0.4666666666666667,2,21,7.0,5.809523809523809,8,10,0.34509803921568627,A|B,A:1-127|B:1-127,2,254,1944,141,1,0,10.133858267716535,18.53889512439883,0.09686485441403654,0.3464566929133858,4.8483557202408525
1ves,1ves,100,113,3.0,35.1,43.7,425.6,MA,,2,226,227,0.46017699115044247,0.34513274336283184,0.13274336283185842,0.11504424778761062,0.09734513274336283,0.017699115044247787,0.11504424778761062,0.24778761061946902,3.741346242544523,8.5913865930861,-0.4946902654867257,8.158909859816744,0.05309734513274336,0.017699115044247787,0.05309734513274336,0.061946902654867256,0.035398230088495575,0.09734513274336283,0.0,0.035398230088495575,0.07079646017699115,0.09734513274336283,0.0,0.035398230088495575,0.017699115044247787,0.02654867256637168,0.061946902654867256,0.10619469026548672,0.10619469026548672,0.05309734513274336,0.017699115044247787,0.05309734513274336,227,0,2,124,6,0,22,15,0.026432,0.555066,0.581498,0.02643171806167401,0.5550660792951542,0.4185022026431718,2,22,3.0,5.7272727272727275,3,11,0.32599118942731276,A|B,A:1-113|B:1-113,2,226,1762,358,1,2,9.460176991150442,21.884746480698233,0.10236894374062516,0.2345132743362832,5.251023351916104
1vfb,1vfb*,101,107,3.0,36.6,48.2,402.8,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1lsl,1lsl*,102,113,3.0,100.1,277.7,425.6,B1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1hz5,1hz5,103,72,3.0,33.0,77.4,269.8,MA,3.10.20.10,2,144,145,0.4722222222222222,0.3333333333333333,0.18055555555555555,0.1388888888888889,0.06944444444444445,0.0,0.06944444444444445,0.3194444444444444,-4.978544974817433,6.03836329965543,-0.5902777777777779,7.866988811728394,0.1388888888888889,0.0,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.06944444444444445,0.08333333333333333,0.041666666666666664,0.09722222222222222,0.041666666666666664,0.027777777777777776,0.05555555555555555,0.0,0.013888888888888888,0.0,0.027777777777777776,0.1111111111111111,0.041666666666666664,0.013888888888888888,0.041666666666666664,145,38,0,56,6,0,10,4,0.303448,0.386207,0.689655,0.30344827586206896,0.38620689655172413,0.3103448275862069,4,8,11.0,7.0,19,8,0.2206896551724138,A|B,A:-7-64|B:-7-64,2,144,1132,247,1,0,9.069444444444445,20.584910041253302,0.10922983266733266,0.2222222222222222,3.502681992337165
1py9,1py9*,104,116,3.0,40.6,46.2,437.0,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1mff,1mff,105,137,3.0,18.8,316.1,516.8,B3MA,3.40.50.280,3,342,344,0.5614035087719298,0.3508771929824561,0.08771929824561403,0.06140350877192982,0.07894736842105263,0.06140350877192982,0.14035087719298245,0.14912280701754385,0.309566092219125,7.1069314452461185,-0.008771929824561422,8.641326562019083,0.08771929824561403,0.02631578947368421,0.043859649122807015,0.017543859649122806,0.043859649122807015,0.07894736842105263,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.09649122807017543,0.02631578947368421,0.07894736842105263,0.06140350877192982,0.05263157894736842,0.03508771929824561,0.07894736842105263,0.05263157894736842,0.07017543859649122,0.008771929824561403,0.03508771929824561,344,96,3,102,36,0,20,26,0.383721,0.305233,0.688953,0.38372093023255816,0.30523255813953487,0.311046511627907,18,24,7.333333333333333,4.375,19,7,0.3081395348837209,A|B|C,A:1-114|B:1-114|C:1-114,3,342,2604,57,1,0,10.450292397660819,18.722486488076363,0.09231837683205071,0.3538011695906433,3.189769481844145
2try,2try,106,127,3.0,10.8,124.1,478.8,B1MA,2.60.40.180,2,254,255,0.5354330708661418,0.28346456692913385,0.12598425196850394,0.13385826771653545,0.07874015748031496,0.06299212598425197,0.14173228346456693,0.25984251968503935,-9.417578205628253,5.210021034591591,-0.2779527559055118,8.085813131626264,0.09448818897637795,0.007874015748031496,0.03937007874015748,0.09448818897637795,0.03937007874015748,0.07874015748031496,0.031496062992125984,0.03937007874015748,0.06299212598425197,0.05511811023622047,0.007874015748031496,0.023622047244094488,0.06299212598425197,0.0,0.031496062992125984,0.07874015748031496,0.09448818897637795,0.09448818897637795,0.015748031496062992,0.047244094488188976,255,13,3,119,0,0,40,24,0.05098,0.478431,0.529412,0.050980392156862744,0.47843137254901963,0.47058823529411764,2,21,6.5,5.809523809523809,7,10,0.3333333333333333,A|B,A:1-127|B:1-127,2,254,1956,52,1,0,10.015748031496063,18.748297309025574,0.09871435753788695,0.3188976377952756,4.791848077813803
4lve,4lve,107,114,3.0,39.8,52.9,429.4,MA,2.60.40.10,2,227,228,0.4845814977973568,0.44052863436123346,0.07488986784140969,0.07929515418502203,0.07048458149779736,0.05286343612334802,0.12334801762114538,0.15418502202643172,-1.2750264405284248,5.353497238246746,-0.420704845814978,7.309306992179161,0.05286343612334802,0.01762114537444934,0.04405286343612335,0.03524229074889868,0.02643171806167401,0.07048458149779736,0.0,0.04405286343612335,0.04405286343612335,0.07929515418502203,0.00881057268722467,0.02643171806167401,0.05286343612334802,0.07929515418502203,0.030837004405286344,0.15859030837004406,0.07929515418502203,0.05286343612334802,0.01762114537444934,0.07929515418502203,228,0,0,116,6,0,34,22,0.026316,0.508772,0.535088,0.02631578947368421,0.5087719298245614,0.4649122807017544,2,26,3.0,4.461538461538462,3,7,0.3684210526315789,A|B,A:1-108|B:301-407,2,227,1752,201,1,2,10.193832599118943,17.674978264939163,0.09700391385413412,0.3392070484581498,5.186335883762269
1gke,1gke,108,120,3.0,15.1,98.8,452.2,MA,2.60.40.180,4,480,483,0.525,0.30833333333333335,0.13333333333333333,0.11666666666666667,0.06666666666666667,0.05,0.11666666666666667,0.25,-6.774579691677793,6.071567985986803,-0.24500000000000005,8.051308333333333,0.1,0.008333333333333333,0.05,0.06666666666666667,0.041666666666666664,0.06666666666666667,0.03333333333333333,0.016666666666666666,0.075,0.06666666666666667,0.008333333333333333,0.025,0.05,0.008333333333333333,0.025,0.1,0.08333333333333333,0.10833333333333334,0.016666666666666666,0.05,483,26,6,214,0,0,69,45,0.05383,0.455487,0.509317,0.053830227743271224,0.4554865424430642,0.4906832298136646,4,40,6.5,5.5,8,10,0.34575569358178054,A|B|C|D,A:8-127|B:8-127|C:8-127|D:8-127,4,480,3696,130,1,0,10.175,22.074426115058966,0.09731346659195925,0.3625,4.634575569358178
1etb,1etb,109,127,3.0,8.6,89.6,478.8,B1MA,2.60.40.180,2,235,236,0.5276595744680851,0.28936170212765955,0.13191489361702127,0.1276595744680851,0.059574468085106386,0.059574468085106386,0.11914893617021277,0.25957446808510637,-6.4236398389572,5.580082503106496,-0.19872340425531912,8.43833879583522,0.09361702127659574,0.00851063829787234,0.0425531914893617,0.0851063829787234,0.0425531914893617,0.059574468085106386,0.03404255319148936,0.0425531914893617,0.06382978723404255,0.059574468085106386,0.00851063829787234,0.02553191489361702,0.059574468085106386,0.0,0.03404255319148936,0.0851063829787234,0.09361702127659574,0.10212765957446808,0.01702127659574468,0.0425531914893617,236,14,2,122,0,0,33,18,0.059322,0.525424,0.584746,0.059322033898305086,0.5254237288135594,0.4152542372881356,2,20,7.0,6.2,7,10,0.326271186440678,1|2,1:9-126|2:9-125,2,235,1829,220,1,0,9.74468085106383,17.78152973668223,0.099910109359421,0.25957446808510637,5.120086548864046
1i8k,1i8k*,110,107,3.0,34.3,44.4,402.8,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1ict,1ict,111,127,3.0,9.5,82.8,478.8,B1MA,2.60.40.180,8,928,935,0.5431034482758621,0.28448275862068967,0.1206896551724138,0.12931034482758622,0.0603448275862069,0.0603448275862069,0.1206896551724138,0.25,-37.41923239576289,5.152765153178734,-0.1293103448275862,8.39776159334126,0.10344827586206896,0.008620689655172414,0.04310344827586207,0.08620689655172414,0.04310344827586207,0.0603448275862069,0.034482758620689655,0.04310344827586207,0.05172413793103448,0.0603448275862069,0.008620689655172414,0.02586206896551724,0.0603448275862069,0.0,0.034482758620689655,0.08620689655172414,0.08620689655172414,0.10344827586206896,0.017241379310344827,0.04310344827586207,935,56,9,466,3,0,112,98,0.063102,0.508021,0.571123,0.06310160427807486,0.5080213903743316,0.4288770053475936,9,78,6.555555555555555,6.089743589743589,8,10,0.31871657754010696,A|B|C|D|E|F|G|H,A:10-125|B:10-125|C:10-125|D:10-125|E:10-125|F:10-125|G:10-125|H:10-125,8,928,7168,48,1,0,10.383620689655173,29.95105416683823,0.09291185954075785,0.37176724137931033,5.275101419878297
1pqe,1pqe,112,126,3.0,33.4,73.7,475.0,MA,2.40.40.20,1,117,117,0.5384615384615384,0.24786324786324787,0.13675213675213677,0.13675213675213677,0.06837606837606838,0.017094017094017096,0.08547008547008547,0.27350427350427353,-3.8037257779775313,5.412470811866115,-0.12564102564102564,9.588744247205785,0.13675213675213677,0.017094017094017096,0.06837606837606838,0.06837606837606838,0.03418803418803419,0.06837606837606838,0.03418803418803419,0.09401709401709402,0.03418803418803419,0.042735042735042736,0.03418803418803419,0.05128205128205128,0.017094017094017096,0.017094017094017096,0.06837606837606838,0.042735042735042736,0.05982905982905983,0.06837606837606838,0.017094017094017096,0.02564102564102564,117,11,0,59,5,0,15,6,0.136752,0.504274,0.641026,0.13675213675213677,0.5042735042735043,0.358974358974359,3,9,5.333333333333333,6.555555555555555,7,13,0.29914529914529914,A,A:1-117,1,117,899,144,1,0,10.068376068376068,13.971891885034879,0.09779097431812364,0.3333333333333333,5.077215282343487
1gnu,1gnu,113,117,3.0,5.0,201.8,440.8,B3MA,3.10.20.90,1,117,117,0.5299145299145299,0.21367521367521367,0.20512820512820512,0.15384615384615385,0.042735042735042736,0.05982905982905983,0.10256410256410256,0.358974358974359,2.290410322553008,9.056485574520593,-0.5341880341880342,10.243104682591863,0.05128205128205128,0.0,0.05982905982905983,0.09401709401709402,0.07692307692307693,0.042735042735042736,0.03418803418803419,0.05982905982905983,0.10256410256410256,0.07692307692307693,0.017094017094017096,0.017094017094017096,0.05982905982905983,0.02564102564102564,0.06837606837606838,0.042735042735042736,0.02564102564102564,0.07692307692307693,0.0,0.06837606837606838,117,38,4,22,0,0,16,9,0.324786,0.222222,0.547009,0.3247863247863248,0.2222222222222222,0.452991452991453,4,7,9.5,3.7142857142857144,14,8,0.358974358974359,A,A:1-117,1,117,998,101,1,0,8.94017094017094,13.605378837552347,0.10816427162581008,0.18803418803418803,1.98670465337132
1kot,1kot,114,119,3.0,12.7,165.1,448.4,B2MA,3.10.20.90,1,119,119,0.5294117647058824,0.2184873949579832,0.20168067226890757,0.15126050420168066,0.05042016806722689,0.058823529411764705,0.1092436974789916,0.35294117647058826,2.290410322553008,9.056485574520593,-0.5352941176470588,10.071695501730103,0.05042016806722689,0.0,0.058823529411764705,0.09243697478991597,0.07563025210084033,0.05042016806722689,0.03361344537815126,0.058823529411764705,0.10084033613445378,0.07563025210084033,0.01680672268907563,0.01680672268907563,0.058823529411764705,0.025210084033613446,0.06722689075630252,0.05042016806722689,0.025210084033613446,0.07563025210084033,0.0,0.06722689075630252,119,38,5,18,0,0,11,17,0.319328,0.193277,0.512605,0.31932773109243695,0.19327731092436976,0.48739495798319327,4,9,9.5,2.5555555555555554,14,5,0.37815126050420167,A,A:1-119,1,119,29955,0,15,0,9.983193277310924,13.090608647185217,0.098287853465807,0.31092436974789917,1.9295247510769014
1ui9,1ui9,115,122,3.0,27.9,60.3,459.8,MA,3.30.1330.40,1,116,116,0.5775862068965517,0.1896551724137931,0.14655172413793102,0.12931034482758622,0.04310344827586207,0.06896551724137931,0.11206896551724138,0.27586206896551724,-0.7946601745269337,6.359606348863053,-0.025862068965517224,10.47657253269917,0.11206896551724138,0.0,0.034482758620689655,0.09482758620689655,0.02586206896551724,0.04310344827586207,0.02586206896551724,0.0603448275862069,0.008620689655172414,0.11206896551724138,0.02586206896551724,0.017241379310344827,0.06896551724137931,0.034482758620689655,0.11206896551724138,0.02586206896551724,0.06896551724137931,0.10344827586206896,0.008620689655172414,0.017241379310344827,116,25,0,33,12,0,10,8,0.318966,0.284483,0.603448,0.31896551724137934,0.28448275862068967,0.39655172413793105,5,5,7.4,6.6,18,9,0.3103448275862069,A,A:1-116,1,116,921,137,1,0,9.258620689655173,13.525636677656589,0.10590146204370342,0.25,2.6339179548156957
1w29,1w29,116,146,3.0,19.4,205.7,551.0,B1MA,,5,731,735,0.5677154582763337,0.24623803009575923,0.1094391244870041,0.11080711354309165,0.08207934336525308,0.03419972640218878,0.11627906976744186,0.22024623803009577,-19.896902431056404,5.321685433665152,0.2270861833105335,9.18427317861895,0.16415868673050615,0.02051983584131327,0.06976744186046512,0.04103967168262654,0.006839945280437756,0.08207934336525308,0.027359781121751026,0.04103967168262654,0.02051983584131327,0.1094391244870041,0.0,0.02051983584131327,0.03419972640218878,0.03419972640218878,0.06155950752393981,0.05471956224350205,0.08207934336525308,0.11627906976744186,0.006839945280437756,0.006839945280437756,735,347,10,136,15,0,66,63,0.492517,0.198639,0.691156,0.4925170068027211,0.19863945578231293,0.308843537414966,25,30,14.48,4.866666666666666,20,9,0.27346938775510204,A|B|C|D|E,A:15-160|B:14-160|C:15-160|D:15-160|E:15-160,5,731,5283,656,1,0,10.875512995896033,25.671644235176334,0.09237395719450922,0.45554035567715456,2.16030598285826
1oax,1oax,117,122,3.0,43.7,55.6,459.8,MA,2.60.40.10,7,675,681,0.5348148148148149,0.3762962962962963,0.09481481481481481,0.05925925925925926,0.10518518518518519,0.035555555555555556,0.14074074074074075,0.15407407407407409,14.274574480906885,8.970575169693802,-0.14251851851851854,7.270147731138547,0.09185185185185185,0.017777777777777778,0.017777777777777778,0.04148148148148148,0.03259259259259259,0.10518518518518519,0.014814814814814815,0.02962962962962963,0.044444444444444446,0.08592592592592592,0.008888888888888889,0.04148148148148148,0.035555555555555556,0.035555555555555556,0.035555555555555556,0.08888888888888889,0.1274074074074074,0.06814814814814815,0.02666666666666667,0.05037037037037037,681,0,2,348,36,0,84,52,0.052863,0.51395,0.566814,0.05286343612334802,0.5139500734214391,0.4331864904552129,12,67,3.0,5.223880597014926,3,9,0.3406754772393539,H|J|L|M|N|O,H:1-122|J:1-122|L:2-109|M:2-109|N:2-109|O:2-109,6,675,5108,98,1,6,10.219259259259259,38.25853205021752,0.09691991674189816,0.38222222222222224,5.252189046609017
1qp1,1qp1,118,107,2.9,36.7,47.5,402.8,MA,2.60.40.10,3,321,323,0.4766355140186916,0.42990654205607476,0.056074766355140186,0.11214953271028037,0.07476635514018691,0.04672897196261682,0.12149532710280374,0.16822429906542055,-18.356793418227962,4.044573156382285,-0.36448598130841126,7.621916324569832,0.04672897196261682,0.018691588785046728,0.07476635514018691,0.037383177570093455,0.028037383177570093,0.07476635514018691,0.0,0.07476635514018691,0.037383177570093455,0.07476635514018691,0.009345794392523364,0.009345794392523364,0.04672897196261682,0.09345794392523364,0.018691588785046728,0.1308411214953271,0.102803738317757,0.037383177570093455,0.009345794392523364,0.07476635514018691,323,0,0,161,9,0,45,31,0.027864,0.498452,0.526316,0.02786377708978328,0.4984520123839009,0.47368421052631576,3,33,3.0,4.878787878787879,3,7,0.3684210526315789,A|B|C,A:1-107|B:1-107|C:1-107,3,321,2487,191,1,3,10.317757009345794,22.324610164637093,0.09531901680060009,0.35202492211838005,5.14290674459651
1bz8,1bz8,119,126,2.9,20.7,117.1,475.0,B1MA,2.60.40.180,2,252,253,0.5238095238095238,0.2857142857142857,0.12698412698412698,0.1349206349206349,0.07936507936507936,0.06349206349206349,0.14285714285714285,0.2619047619047619,-9.415990810071918,5.210023999911755,-0.30952380952380953,7.983718820861678,0.09523809523809523,0.007936507936507936,0.03968253968253968,0.09523809523809523,0.03968253968253968,0.07936507936507936,0.031746031746031744,0.03968253968253968,0.06349206349206349,0.05555555555555555,0.007936507936507936,0.023809523809523808,0.06349206349206349,0.0,0.031746031746031744,0.0873015873015873,0.09523809523809523,0.0873015873015873,0.015873015873015872,0.03968253968253968,253,15,2,114,0,0,33,29,0.059289,0.458498,0.517787,0.05928853754940711,0.45849802371541504,0.48221343873517786,2,19,7.5,6.105263157894737,8,10,0.35968379446640314,A|B,A:1-126|B:1-126,2,252,1930,39,1,0,10.26984126984127,18.164114348641682,0.09600826085419922,0.3611111111111111,4.708701926093231
